CrossingID,Submission,ReportBase,ParentRepo,CrossingCl,ReportingA,Reportin_1,RevisionDa,ReasonID,Crossing_1,ReportStat,LastUpdate,Railroad,StateCD,StateName,CntyCD,CountyName,Nearest,CityCD,CityName,Street,BlockNumb,Highway,SepInd,SepRr1,SepRr2,SepRr3,SepRr4,MultFrmsFi,SameInd,SameRr1,SameRr2,SameRr3,SameRr4,RrID,Ttstn,TtstnNam,RrMain,XingOwnr,TypeXing,XPurpose,PosXing,OpenPub,TypeTrnSrv,DevelTypID,XingAdj,XngAdjNo,Whistban,WhistDate,HscoRrid,SfxHscoRri,Latitude,Longitude,LLsource,RrNarr1,RrNarr2,RrNarr3,RrNarr4,StNarr1,StNarr2,StNarr3,StNarr4,RrNarr,StNarr,THRRequest,CCMQzid,OperatingR,Operatin_1,RrDiv,RrSubDiv,Branch,PrfxMilePo,MilePost,SfxMilePos,Lt1PassMov,PassCnt,DayThru,NghtThru,TotalSwt,TotalLtr,Lt1Mov,WeekTrnMov,YearTrnMov,MaxTtSpd,MinSpd,MaxSpd,MainTrk,SidingTrk,YardTrk,TransitTrk,IndustryTr,OthrTrk,OthrTrkDes,SpselIDs,Sgnleqp,EMonitorDv,HealthMoni,NoSigns,XBuck,StopStd,YieldStd,AdvWarn,AdvW10_1,AdvW10_2,AdvW10_3,AdvW10_4,AdvW10_11,AdvW10_12,Low_Grnd,Low_GrndSi,PaveMrkIDs,Channel,Exempt,EnsSign,OthSgn,OthSgn1,OthDes1,OthSgn2,OthDes2,OthSgn3,OthDes3,PrvxSign,Led,Gates,GatePed,GateConf,GateConfTy,FlashOv,FlashNov,CFlashType,FlashPost,FlashPostT,Bkl_FlashP,Sdl_FlashP,FlashPai,AwdIDate,AwhornChk,AwhornlDat,HwyTrafSig,Wigwags,Bells,SpecPro,FlashOth,FlashOthDe,HwynrSig,Intrprmp,PrempType,HwtrfPsig,HwtrfPsigs,HwtrfPsigl,MonitorDev,WdCode,TraficLn,TraflnType,HwyPved,Downst,Illumina,XSurfDate,XSurfWidth,XSurfLengt,XSurfaceID,XSurOthr,HwyNear,HwynDist,XAngle,ComPower,HwySys,HwyClassCD,HwyClassrd,StHwy1,HwySpeed,HwySpeedps,LrsRouteid,LrsMilePos,Aadt,AadtYear,PctTruk,SchlBusChk,SchlBsCnt,HazmtVeh,EmrgncySrv,ReportYear,ReportType
537169L,Full Inventory Record,3169000,2340499,No,2,11831,3/3/2016 12:00:00 AM,14,RDOT,Published,3/3/2016 11:18:39 AM,RDOT,44,RI,44005,NEWPORT,0,440050185,PORTSMOUTH,MOUNT HOPE BRIDGE,,RTE 114,0,,,,,0,0,,,,,1911,154121,PORTSMOUTH,,,3,1,2,0,,0,0,,0,,0,,41.63490000000,-71.25506900000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEW ENGLAND,NEWPORT SEC,,19.11000000000,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,2,2,1,2,0,0,0,0,,,0,0,0,0,3,0,13,1,0,0,,,0,1970,0,2,0,,1,2016,Major
537055Y,Full Inventory Record,2194243,177131,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,1,440070260,WOONSOCKET,GREAT ROAD,,RTE146A,0,,,,,0,0,,,,,3048,151120,WOONSOCKETRIV,,,3,1,2,0,,0,0,,0,,0,,41.99390000000,-71.53880300000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,SLATERSVILLE SE,,1.48000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
845374R,Full Inventory Record,4967644,4243347,Yes,1,2272,1/11/2022 12:00:00 AM,16,SVTX,Published,1/11/2022 12:39:51 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,Roger Williams Way,,Local,2,,,,,0,2,,,,,,999999,,,,3,1,1,0,,14,0,,0,,0,,41.59109500000,-71.42428400000,0,,,,,,,,,,,,,SVTX,Primary,,,,NON,0.00000000000,,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,4,2,1,2,0,0,0,0,12,,1,75,2,2,8,1,13,1,0,0,,,10000,1970,6,2,0,,1,2022,Major
536944Y,Full Inventory Record,2194159,177020,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,ROUTE # P 37,,RTE# 37,0,,,,,0,0,,,,,BR.    645,151267,OAKLAWN,,,3,1,2,0,,0,0,,0,,0,,41.74211100000,-71.48108700000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,WASHINGTON SEC,,6.45000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
536939C,Full Inventory Record,2194163,177015,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,(CRANSTON LUMBER),,,0,,,,,0,0,,,,,XING  4.61,151268,PRINT WORKS,,,2,1,1,0,,14,0,,0,,0,,41.80260100000,-71.44339800000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,WASHINGTON SEC,,4.61000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
536977L,Full Inventory Record,2194200,177063,Yes,2,11831,5/3/2007 12:00:00 AM,16,RDOT,Published,3/7/2015 1:12:19 PM,RDOT,44,RI,44007,PROVIDENCE,0,440070190,PROVIDENCE,GANO ST,,,0,,,,,0,0,,,,,BRIDGE1.25,151240,PROVIDENCE,,,3,1,2,0,,0,0,,0,,0,,41.82479900000,-71.39090000000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEW ENGLAND,BRISTOL SEC,,1.25000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
537175P,Full Inventory Record,4307327,3123577,No,1,796,7/16/2019 12:00:00 AM,21,NNBR,Published,7/16/2019 1:48:00 PM,NNBR,44,RI,44005,NEWPORT,0,440050185,PORTSMOUTH,CORys  LANE,,local,2,,,,,0,2,,,,,4811,154121,PORTSMOUTH,-1,RDOT,3,1,1,0,,11,0,,0,,0,,41.60118300000,-71.27653500000,0,,,,,,,,,,,,,NNBR,Primary,NORTHEASTERN,NEW ENGLND DIV,NEWPORT SEC TRK,,21.86000000000,,0,0,0,0,1,0,2,0,0,8,5,8,1,0,0,0,0,0,,18,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,"1,2",0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,3,1,0,1,2,0,0,0,0,11,,2,0,3,2,8,1,19,2,0,0,,,100,1988,3,2,0,,2,2019,Major
537096D,Full Inventory Record,869433,821153,Yes,2,11831,12/31/1987 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44003,KENT,1,440030055,EAST GREENWICH,DIVISION STREET,,,2,,,,,0,1,CR,,,,172.24,153140,E GREENWICH,,,3,1,1,0,,13,0,,0,,0,,41.66059900000,-71.44709800000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,BOSTON,SHORE LINE,,172.24000000000,,0,0,21,10,0,0,0,0,0,79,50,79,2,0,0,0,0,0,,18,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,"1,2",0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,2,0,1,0,0,,0,,0,0,,,0,7,2,0,1,2,0,0,0,0,12,,2,0,3,1,8,1,19,2,0,0,,,2200,1987,4,2,0,,0,1987,Major
903356D,Full Inventory Record,3164368,2531571,No,2,11831,3/2/2016 12:00:00 AM,14,ATK,Published,3/2/2016 1:32:39 PM,ATK,44,RI,44003,KENT,1,440030230,WARWICK,Post Road Ext,,US Rt 1,0,,,,,0,0,,,,,175.00,153140,E GREENWICH,,ATK,3,1,2,0,12,0,0,,0,,0,,41.70282800000,-71.45103600000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST,EAST,SHORE LINE,,175.00000000000,,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,2,1,1,2,1,0,0,0,,,0,0,0,0,3,0,13,1,0,0,,,0,1980,0,2,0,,1,2016,Major
537195B,Full Inventory Record,2403373,177249,Yes,2,11831,8/23/2010 12:00:00 AM,16,RDOT,Published,3/7/2015 1:12:19 PM,RDOT,44,RI,44005,NEWPORT,0,440050150,NEWPORT,ROUTE 138,,RTE 138,0,,,,,0,0,,,,,5583,154150,NEWPORT,,,3,1,2,0,,0,0,,0,,0,,41.49866100000,-71.31850400000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEW ENGLND DIV,NEWPORT SEC TRK,,29.58000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
943178D,Full Inventory Record,4978793,4215887,No,1,2272,1/24/2022 12:00:00 AM,14,SVTX,Published,1/24/2022 12:16:17 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,DAVISVILLE ROAD,,Local,2,,,,,2,2,,,,,,0,,-1,-1,2,1,1,2,11,13,2,,0,,-1,,41.61590000000,-71.41349300000,1,,,,,,,,,PORT AREA COMPLETELY FENCED AND PROTECTED BY SECURITY GUARDS.ALTHOUGH THERE ARE THREE ACTUAL CROSSIN,PORT AREA COMPLETELY FENCED AND PROTECTED BY SECURITY GUARDS.ALTHOUGH THERE ARE THREE ACTUAL CROSSIN,,,SVTX,Primary,#N\A,#N\A,DAVISVILLE,,0.00000000000,,2,0,0,0,0,0,1,2,2021,10,5,10,0,0,2,0,0,0,,0,2,1,2,2,2,4,0,1,3,0,0,0,0,0,2,,"1,2",4,2,1,2,0,,0,,0,,2,,0,0,0,0,0,0,0,2,2,1,1,6,92021,2,,2,0,1,2,0,,2,1,0,2,,,0,0,2,2,1,2,2,0,0,0,12,,1,25,2,1,0,0,0,0,0,0,,,0,0,0,2,0,,0,2022,Major
536993V,Full Inventory Record,2194194,177071,No,2,11831,5/3/2007 12:00:00 AM,14,RDOT,Published,3/7/2015 1:12:19 PM,RDOT,44,RI,44001,BRISTOL,0,440010013,BARRINGTON,ALFRED DROWNE RD,,,2,,,,,0,2,,,,,773,152119,W BARRINGTON,,,0,2,1,0,,12,0,,0,,0,,41.74599800000,-71.34330000000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEWENGLAND DIV,BRISTOL SEC TRK,,7.73000000000,,0,0,1,0,0,0,0,0,0,8,5,8,1,0,0,0,0,0,,18,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,5,2,0,1,2,0,0,0,0,12,,2,0,3,1,8,1,19,2,0,0,,,500,1970,2,2,0,,0,2007,Major
537089T,Full Inventory Record,2403415,177155,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090053,DAVISVILLE,DEVILS FOOT RD,,,0,,,,,0,0,,,,,16853,155112,DAVISVILLE,,,3,1,2,0,,0,0,,0,,0,,41.61023700000,-71.47673800000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,168.53000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
537088L,Full Inventory Record,2403416,177154,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090053,DAVISVILLE,DIRAIMO UNDERPASS,,,0,,,,,0,0,,,,,16766,155112,DAVISVILLE,,,3,1,3,0,,0,0,,0,,0,,41.59940700000,-71.48228500000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,167.66000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
537020X,Full Inventory Record,2403433,177096,Yes,2,11831,8/23/2010 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,0,440070057,EAST PROVIDENCE,WATERMAN AVE,,,0,,,,,0,0,,,,,698,151231,E PROVIDENCE,,,3,1,2,0,,0,0,,0,,0,,41.82590100000,-71.37909700000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,EAST JCT SEC,,6.98000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
536930R,Full Inventory Record,2194153,883616,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,SOCKANOSSETT ROAD,,,2,,,,,0,2,,,,,XING  7.43,151269,SOCKANOSSET,,,3,1,1,0,,13,0,,0,,0,,41.75320100000,-71.45379600000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEWENGLAND(E),PONTIAC SEC TRK,,2.42000000000,,0,0,0,0,0,0,0,0,0,8,5,8,1,0,0,0,0,0,,18,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,,"1,2",0,0,0,1,6,,0,,0,,0,,0,0,0,0,2,0,0,2,0,0,0,0,0,0,,2,0,1,0,0,,0,,0,0,,,0,7,2,0,1,2,0,0,0,0,16,,2,0,3,1,8,1,17,2,0,0,,,9700,1988,8,2,0,,0,2007,Major
536982H,Full Inventory Record,2194203,177057,No,2,11831,5/3/2007 12:00:00 AM,14,RDOT,Published,3/7/2015 1:12:19 PM,RDOT,44,RI,44007,PROVIDENCE,0,440070057,EAST PROVIDENCE,(SQUANTUM CLUB),,,0,,,,,0,0,,,,,4.28,151237,RIVERSIDE,,,0,2,1,0,,0,0,,0,,0,,41.80331000000,-71.38430000000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEWENGLAND DIV,BRISTOL SEC TRK,,4.28000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
537087E,Full Inventory Record,2403417,177153,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090053,DAVISVILLE,STONY LANE,,,0,,,,,0,0,,,,,16687,155118,WICKFORD JCT,,,3,1,2,0,,0,0,,0,,0,,41.59199900000,-71.48590100000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,166.87000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
536925U,Full Inventory Record,2194147,177000,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,1,440070050,CRANSTON,(HAMILTON RD),,,0,,,,,0,0,,,,,XING  6.58,151263,BELLEFONTE,,,2,1,1,0,,17,0,,0,,0,,41.76079900000,-71.44069700000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEWENGLAND,PONTIAC SEC TRK,,1.56000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
861557A,Full Inventory Record,5054636,4308822,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 6:41:48 AM,PW,44,RI,44007,PROVIDENCE,0,440070047,CUMBERLAND,Mill Street VF,,SR,2,,,,,2,2,,,,,5.87,151119,151119,-1,-1,3,1,1,0,"11,16",13,2,871897N,0,,-1,,41.90047000000,-71.38855300000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,MAIN,,5.87000000000,,2,0,4,0,0,0,2,0,2022,10,0,10,1,1,0,0,0,2,YARD,11,2,1,1,1,4,0,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,1,,0,0,2,1,1,2,,0,,0,,2,No,2,0,1,4,2,0,2,2,2,1,2,8,0,2,,2,0,1,0,0,,2,1,0,0,,,0,8,2,2,1,2,1,0,23,42,16,,1,140,0,1,3,1,17,2,25,1,,,8600,2014,3,1,0,,2,2022,Major
943183A,Full Inventory Record,3186932,3185685,No,2,11831,3/4/2016 12:00:00 AM,14,SVTX,Published,3/4/2016 2:15:38 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,RAMP BB,,Rte 403,0,,,,,0,0,,,,,,0,,,,3,1,2,0,,0,2,,0,,0,,41.60405900000,-71.44840500000,1,,,,,,,,,,,,,SVTX,Primary,SYATEM,SYSTEM,DAVISVILLE MAIN,,0.00000000000,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,2,1,1,2,0,0,0,0,,,0,0,0,0,3,0,12,0,0,0,,,0,0,0,2,0,,1,2016,Major
537203R,Full Inventory Record,4307391,2340530,No,1,796,7/16/2019 12:00:00 AM,21,NNBR,Published,7/16/2019 2:15:00 PM,NNBR,44,RI,44005,NEWPORT,0,440050185,PORTSMOUTH,(PRIVATE CROSSNG),,,0,,,,,0,0,,,,,4747,154121,PORTSMOUTH,-1,RDOT,2,1,1,0,,16,0,,0,,0,,41.60295100000,-71.27580300000,0,,,,,,,,,,,,,NNBR,Primary,NORTHEASTERN,NEW ENGLAND,NEWPORT SEC,,21.22000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2019,Major
537002A,Full Inventory Record,2194222,177084,No,2,11831,5/3/2007 12:00:00 AM,14,RDOT,Published,3/7/2015 1:12:19 PM,RDOT,44,RI,44001,BRISTOL,0,440010013,BARRINGTON,SOWAMS ROAD,,,2,,,,,0,2,,,,,1073,152111,,,,0,2,1,0,,12,0,,0,,0,,41.73759800000,-71.29068700000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEWENGLAND DIV,BRISTOL SEC TRK,,10.73000000000,,0,0,1,0,0,0,0,0,0,8,5,8,1,0,0,0,0,0,,18,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,5,2,0,1,2,0,0,0,0,12,,2,0,3,1,3,1,16,1,0,0,,,3000,1970,4,2,0,,0,2007,Major
537069G,Full Inventory Record,2403428,177146,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090034,"CAROLINA, CHARLESTOWN",CAROLINA BACK RD,,RTE 112,0,,,,,0,0,,,,,15230,155188,WESTERLY,,,3,1,2,0,,0,0,,0,,0,,41.45058400000,-71.65754700000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,152.30000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
537143J,Full Inventory Record,3158023,2805692,No,2,11831,2/29/2016 12:00:00 AM,14,ATK,Published,2/29/2016 3:28:49 PM,ATK,44,RI,44007,PROVIDENCE,0,440070190,PROVIDENCE,SILVER SPRING RD,,Minor Arterial,0,,,,,0,0,,,,,18760,151240,PROVIDENCE,,ATK,3,1,2,0,13,0,0,,0,,0,,41.85599900000,-71.41030100000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST,EAST,SHORE LINE,,187.60000000000,,0,70,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,8,0,16,0,0,0,,,0,1970,0,2,0,,1,2016,Major
943185N,Full Inventory Record,3189716,2564886,No,2,11831,3/4/2016 12:00:00 AM,14,SVTX,Published,3/4/2016 3:05:45 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,POST ROAD,,Rte 1,0,,,,,0,0,,,,,,0,,,,3,1,2,0,,0,2,,0,,0,,41.60255100000,-71.45456300000,1,,,,,,,,,,,,,SVTX,Primary,SYSTEM,SYSTEM,POST RD JCT,,0.00000000000,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,4,2,1,2,0,0,0,0,,,0,0,0,0,8,0,13,0,0,0,,,0,0,0,2,0,,1,2016,Major
537157S,Full Inventory Record,2403381,177215,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,ROUTE I - 95,,RTEI-95,0,,,,,0,0,,,,,19085,151240,PROVIDENCE,,,3,1,2,0,,0,0,,0,,0,,41.90520100000,-71.38670300000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,190.85000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
537050P,Full Inventory Record,4934275,4047638,No,1,1908,10/20/2021 12:00:00 AM,14,PW,Published,10/20/2021 2:25:15 PM,PW,44,RI,44007,PROVIDENCE,0,440070260,WOONSOCKET,SAYLES ST,,Minor Arterial,2,,,,,2,2,,,,,2925,151120,WOONSOCKETRIV,-1,-1,3,1,3,0,11,12,2,,0,,-1,,42.00114510000,-71.52090210000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,SLATERSVILLE SE,,1.47000000000,,2,0,0,0,0,0,1,1,2021,0,0,0,1,0,0,0,0,0,,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,11,0,0,0,,,0,1970,0,1,0,,1,2021,Major
